time_mandante,time_visitante,proporcao_sucesso_mandante,proporcao_sucesso_visitante,gols_mandante,gols_visitante
Shakhtar Donetsk,Feyenoord,2.08,2.05,3,1
Shakhtar Donetsk,Manchester City FC,2.08,2.35,2,1
Shakhtar Donetsk,Napoli,2.08,1.73,2,1
Futebol Clube do Porto,RB Leipzig,2.02,2.04,3,1
Futebol Clube do Porto,Besiktas JK,2.02,3,1,3
Futebol Clube do Porto,AS Mônaco,2.02,1.79,5,2
Juventus FC,Olympiacos Pireu,1.85,1.53,2,0
Juventus FC,Sporting CP,1.85,2.24,2,1
Juventus FC,FC Barcelona,1.85,2.14,0,0
FC Barcelona,Manchester United FC,2.14,2.09,3,0
FC Barcelona,Olympique Lyon,2.14,1.71,5,1
FC Barcelona,FC Liverpool,2.14,1.87,3,0
FC Barcelona,"Tottenham Hotspur ",2.14,1.81,1,1
FC Barcelona,Inter de Milão,2.14,1.92,2,0
FC Barcelona,PSV Eindhoven,2.14,1.6,4,0
Galatasaray,Schalke 04,1.61,2.04,0,0
Galatasaray,Futebol Clube do Porto,1.61,2.02,2,3
Galatasaray,Lokomotiv Moscovo,1.61,1.81,3,0
PSV Eindhoven,Inter de Milão,1.6,1.92,1,2
PSV Eindhoven,FC Barcelona,1.6,2.14,1,2
PSV Eindhoven,"Tottenham Hotspur ",1.6,1.81,2,2
AS Mônaco,Club Brugge,1.79,1.69,0,4
AS Mônaco,Borussia Dortmund,1.79,2.01,0,2
AS Mônaco,Atlético de Madrid,1.79,1.91,1,2
Borussia Dortmund,"Tottenham Hotspur ",2.01,1.81,0,1
Borussia Dortmund,Club Brugge,2.01,1.69,0,0
Borussia Dortmund,Atlético de Madrid,2.01,1.91,4,0
Borussia Dortmund,AS Mônaco,2.01,1.79,3,0
Club Brugge,AS Mônaco,1.69,1.79,1,1
Club Brugge,Borussia Dortmund,1.69,2.01,0,1
Club Brugge,Atlético de Madrid,1.69,1.91,0,0
Napoli,FC Liverpool,1.73,1.87,1,0
Napoli,Estrela Vermelha de Belgrado,1.73,1.93,3,1
Napoli,FC Paris Saint-Germain,1.73,1.96,1,1
Estrela Vermelha de Belgrado,FC Liverpool,1.93,1.87,2,0
Estrela Vermelha de Belgrado,Napoli,1.93,1.73,0,0
Estrela Vermelha de Belgrado,FC Paris Saint-Germain,1.93,1.96,1,4
Manchester United FC,Valência CF,2.09,1.41,0,0
Manchester United FC,FC Paris Saint-Germain,2.09,1.96,0,2
Manchester United FC,FC Barcelona,2.09,2.14,0,1
Manchester United FC,BSC Young Boys,2.09,1.78,1,0
Manchester United FC,Juventus FC,2.09,1.85,0,1
Olympique Lyon,Shakhtar Donetsk,1.71,2.08,2,2
Olympique Lyon,Manchester City FC,1.71,2.35,2,2
Olympique Lyon,TSG 1899 Hoffenheim,1.71,1.41,2,2
Olympique Lyon,FC Barcelona,1.71,2.14,0,0
FC Paris Saint-Germain,Manchester United FC,1.96,2.09,1,3
FC Paris Saint-Germain,Napoli,1.96,1.73,2,2
FC Paris Saint-Germain,Estrela Vermelha de Belgrado,1.96,1.93,6,1
FC Paris Saint-Germain,FC Liverpool,1.96,1.87,2,1
Atlético de Madrid,Juventus FC,1.91,1.85,2,0
Atlético de Madrid,Club Brugge,1.91,1.69,3,1
Atlético de Madrid,AS Mônaco,1.91,1.79,2,0
Atlético de Madrid,Borussia Dortmund,1.91,2.01,2,0
FC Liverpool,Futebol Clube do Porto,1.87,2.02,2,0
FC Liverpool,FC Bayern Munique,1.87,1.93,0,0
FC Liverpool,Estrela Vermelha de Belgrado,1.87,1.93,4,0
FC Liverpool,FC Paris Saint-Germain,1.87,1.96,3,2
FC Liverpool,FC Barcelona,1.87,2.14,4,0
FC Liverpool,Napoli,1.87,1.73,1,0
Manchester City FC,Schalke 04,2.35,2.04,7,0
Manchester City FC,"Tottenham Hotspur ",2.35,1.81,4,3
Manchester City FC,Olympique Lyon,2.35,1.71,1,2
Manchester City FC,TSG 1899 Hoffenheim,2.35,1.41,2,1
Manchester City FC,Shakhtar Donetsk,2.35,2.08,6,0
BSC Young Boys,Juventus FC,1.78,1.85,2,1
BSC Young Boys,Manchester United FC,1.78,2.09,0,3
BSC Young Boys,Valência CF,1.78,1.41,1,1
Sport Lisboa e Benfica,FC Bayern Munique,1.92,1.93,0,2
Sport Lisboa e Benfica,AFC Ajax,1.92,1.48,1,1
Sport Lisboa e Benfica,AEK Atenas,1.92,1.58,1,0
Valência CF,Manchester United FC,1.41,2.09,2,1
Valência CF,BSC Young Boys,1.41,1.78,3,1
Valência CF,Juventus FC,1.41,1.85,0,2
FC Bayern Munique,FC Liverpool,1.93,1.87,1,3
FC Bayern Munique,AEK Atenas,1.93,1.58,2,0
FC Bayern Munique,AFC Ajax,1.93,1.48,1,1
FC Bayern Munique,Sport Lisboa e Benfica,1.93,1.92,5,1
AS Roma,Real Madrid CF,2.07,2.01,0,2
AS Roma,CSKA Moscovo,2.07,1.7,3,0
AS Roma,Futebol Clube do Porto,2.07,2.02,2,1
AS Roma,FC Viktoria Plzen,2.07,1.49,5,0
Schalke 04,Manchester City FC,2.04,2.35,2,3
Schalke 04,Lokomotiv Moscovo,2.04,1.81,1,0
Schalke 04,Futebol Clube do Porto,2.04,2.02,1,1
Schalke 04,Galatasaray,2.04,1.61,2,0
AFC Ajax,"Tottenham Hotspur ",1.48,1.81,2,3
AFC Ajax,FC Bayern Munique,1.48,1.93,3,3
AFC Ajax,AEK Atenas,1.48,1.58,3,0
AFC Ajax,Juventus FC,1.48,1.85,1,1
AFC Ajax,Real Madrid CF,1.48,2.01,1,2
AFC Ajax,Sport Lisboa e Benfica,1.48,1.92,1,0
Inter de Milão,"Tottenham Hotspur ",1.92,1.81,2,1
Inter de Milão,PSV Eindhoven,1.92,1.6,1,1
Inter de Milão,FC Barcelona,1.92,2.14,1,1
Real Madrid CF,FC Viktoria Plzen,2.01,1.49,2,1
Real Madrid CF,CSKA Moscovo,2.01,1.7,0,3
Real Madrid CF,AFC Ajax,2.01,1.48,1,4
Real Madrid CF,AS Roma,2.01,2.07,3,0
AEK Atenas,AFC Ajax,1.58,1.48,0,2
AEK Atenas,Sport Lisboa e Benfica,1.58,1.92,2,3
AEK Atenas,FC Bayern Munique,1.58,1.93,0,2
FC Viktoria Plzen,Real Madrid CF,1.49,2.01,0,5
FC Viktoria Plzen,AS Roma,1.49,2.07,2,1
FC Viktoria Plzen,CSKA Moscovo,1.49,1.7,2,2
"Tottenham Hotspur ",Manchester City FC,1.81,2.35,1,0
"Tottenham Hotspur ",AFC Ajax,1.81,1.48,0,1
"Tottenham Hotspur ",FC Liverpool,1.81,1.87,0,2
"Tottenham Hotspur ",PSV Eindhoven,1.81,1.6,2,1
"Tottenham Hotspur ",Borussia Dortmund,1.81,2.01,3,0
"Tottenham Hotspur ",FC Barcelona,1.81,2.14,2,4
"Tottenham Hotspur ",Inter de Milão,1.81,1.92,1,0
CSKA Moscovo,AS Roma,1.7,2.07,1,2
CSKA Moscovo,Real Madrid CF,1.7,2.01,1,0
CSKA Moscovo,FC Viktoria Plzen,1.7,1.49,1,2
Lokomotiv Moscovo,Schalke 04,1.81,2.04,0,1
Lokomotiv Moscovo,Futebol Clube do Porto,1.81,2.02,1,3
Lokomotiv Moscovo,Galatasaray,1.81,1.61,2,0
Shakhtar Donetsk,TSG 1899 Hoffenheim,2.08,1.41,2,2
Shakhtar Donetsk,Olympique Lyon,2.08,1.71,1,1
Shakhtar Donetsk,Manchester City FC,2.08,2.35,0,3
Futebol Clube do Porto,AS Roma,2.02,2.07,3,1
Futebol Clube do Porto,Galatasaray,2.02,1.61,1,0
Futebol Clube do Porto,Schalke 04,2.02,2.04,3,1
Futebol Clube do Porto,Lokomotiv Moscovo,2.02,1.81,4,1
Futebol Clube do Porto,FC Liverpool,2.02,1.87,1,4
Juventus FC,AFC Ajax,1.85,1.48,1,2
Juventus FC,Atlético de Madrid,1.85,1.91,3,0
Juventus FC,Valência CF,1.85,1.41,1,0
Juventus FC,BSC Young Boys,1.85,1.78,3,0
Juventus FC,Manchester United FC,1.85,2.09,1,2
TSG 1899 Hoffenheim,Manchester City FC,1.41,2.35,1,2
TSG 1899 Hoffenheim,Shakhtar Donetsk,1.41,2.08,2,3
TSG 1899 Hoffenheim,Olympique Lyon,1.41,1.71,3,3
FC Barcelona,Napoli,2.14,1.73,3,1
FC Barcelona,Inter de Milão,2.14,1.92,2,1
FC Barcelona,FC Bayern Munique,2.14,1.93,2,8
FC Barcelona,Borussia Dortmund,2.14,2.01,3,1
FC Barcelona,SK Slavia Praga,2.14,2.01,0,0
RB Leipzig,"Tottenham Hotspur ",2.04,1.81,3,0
RB Leipzig,Atlético de Madrid,2.04,1.91,2,1
RB Leipzig,Olympique Lyon,2.04,1.71,0,2
RB Leipzig,FC Paris Saint-Germain,2.04,1.96,0,3
RB Leipzig,Sport Lisboa e Benfica,2.04,1.92,2,2
RB Leipzig,Zenit São Petersburgo,2.04,1.91,2,1
Galatasaray,Club Brugge,1.61,1.69,1,1
Galatasaray,FC Paris Saint-Germain,1.61,1.96,0,1
Galatasaray,Real Madrid CF,1.61,2.01,0,1
Borussia Dortmund,FC Barcelona,2.01,2.14,0,0
Borussia Dortmund,Inter de Milão,2.01,1.92,3,2
Borussia Dortmund,FC Paris Saint-Germain,2.01,1.96,2,1
Borussia Dortmund,SK Slavia Praga,2.01,2.01,2,1
Club Brugge,Real Madrid CF,1.69,2.01,1,3
Club Brugge,FC Paris Saint-Germain,1.69,1.96,0,5
Club Brugge,Galatasaray,1.69,1.61,0,0
Napoli,Red Bull Salzburg,1.73,1.49,1,1
Napoli,KRC Genk,1.73,1.75,4,0
Napoli,FC Liverpool,1.73,1.87,2,0
Napoli,FC Barcelona,1.73,2.14,1,1
Bayer 04 Leverkusen,Lokomotiv Moscovo,1.6,1.81,1,2
Bayer 04 Leverkusen,Juventus FC,1.6,1.85,0,2
Bayer 04 Leverkusen,Atlético de Madrid,1.6,1.91,2,1
Estrela Vermelha de Belgrado,FC Bayern Munique,1.93,1.93,0,6
Estrela Vermelha de Belgrado,Olympiacos Pireu,1.93,1.53,3,1
Estrela Vermelha de Belgrado,"Tottenham Hotspur ",1.93,1.81,0,4
Olympique Lyon,FC Bayern Munique,1.71,1.93,0,3
Olympique Lyon,Zenit São Petersburgo,1.71,1.91,1,1
Olympique Lyon,Sport Lisboa e Benfica,1.71,1.92,3,1
Olympique Lyon,Juventus FC,1.71,1.85,1,0
Olympique Lyon,RB Leipzig,1.71,2.04,2,2
FC Paris Saint-Germain,Borussia Dortmund,1.96,2.01,2,0
FC Paris Saint-Germain,Club Brugge,1.96,1.69,1,0
FC Paris Saint-Germain,Galatasaray,1.96,1.61,5,0
FC Paris Saint-Germain,FC Bayern Munique,1.96,1.93,0,1
FC Paris Saint-Germain,Real Madrid CF,1.96,2.01,3,0
Zenit São Petersburgo,Sport Lisboa e Benfica,1.91,1.92,3,1
Zenit São Petersburgo,Olympique Lyon,1.91,1.71,2,0
Zenit São Petersburgo,RB Leipzig,1.91,2.04,0,2
Atlético de Madrid,Juventus FC,1.91,1.85,2,2
Atlético de Madrid,Lokomotiv Moscovo,1.91,1.81,2,0
Atlético de Madrid,FC Liverpool,1.91,1.87,1,0
Atlético de Madrid,Bayer 04 Leverkusen,1.91,1.6,1,0
FC Liverpool,Atlético de Madrid,1.87,1.91,2,3
FC Liverpool,Napoli,1.87,1.73,1,1
FC Liverpool,KRC Genk,1.87,1.75,2,1
FC Liverpool,Red Bull Salzburg,1.87,1.49,4,3
LOSC Lille,Valência CF,1.93,1.41,1,1
LOSC Lille,AFC Ajax,1.93,1.48,0,2
LOSC Lille,Chelsea FC,1.93,1.68,1,2
Manchester City FC,Atalanta BC,2.35,1.59,5,1
Manchester City FC,Real Madrid CF,2.35,2.01,2,1
Manchester City FC,Shakhtar Donetsk,2.35,2.08,1,1
Manchester City FC,GNK Dinamo Zagreb,2.35,1.91,2,0
Manchester City FC,Olympique Lyon,2.35,1.71,1,3
Sport Lisboa e Benfica,RB Leipzig,1.92,2.04,1,2
Sport Lisboa e Benfica,Olympique Lyon,1.92,1.71,2,1
Sport Lisboa e Benfica,Zenit São Petersburgo,1.92,1.91,3,0
Valência CF,Atalanta BC,1.41,1.59,3,4
Valência CF,AFC Ajax,1.41,1.48,0,3
Valência CF,LOSC Lille,1.41,1.93,4,1
Valência CF,Chelsea FC,1.41,1.68,2,2
FC Bayern Munique,Estrela Vermelha de Belgrado,1.93,1.93,3,0
FC Bayern Munique,Olympiacos Pireu,1.93,1.53,2,0
FC Bayern Munique,Chelsea FC,1.93,1.68,4,1
FC Bayern Munique,"Tottenham Hotspur ",1.93,1.81,3,1
AFC Ajax,LOSC Lille,1.48,1.93,3,0
AFC Ajax,Chelsea FC,1.48,1.68,0,1
AFC Ajax,Valência CF,1.48,1.41,0,1
Inter de Milão,FC Barcelona,1.92,2.14,1,2
Inter de Milão,Borussia Dortmund,1.92,2.01,2,0
Inter de Milão,SK Slavia Praga,1.92,2.01,1,1
Real Madrid CF,Galatasaray,2.01,1.61,6,0
Real Madrid CF,Club Brugge,2.01,1.69,2,2
Real Madrid CF,FC Paris Saint-Germain,2.01,1.96,2,2
Real Madrid CF,Manchester City FC,2.01,2.35,1,2
Olympiacos Pireu,Estrela Vermelha de Belgrado,1.53,1.93,1,0
Olympiacos Pireu,FC Bayern Munique,1.53,1.93,2,3
Olympiacos Pireu,"Tottenham Hotspur ",1.53,1.81,2,2
Red Bull Salzburg,KRC Genk,1.49,1.75,6,2
Red Bull Salzburg,Napoli,1.49,1.73,2,3
Red Bull Salzburg,FC Liverpool,1.49,1.87,0,2
KRC Genk,Red Bull Salzburg,1.75,1.49,1,4
KRC Genk,FC Liverpool,1.75,1.87,1,4
KRC Genk,Napoli,1.75,1.73,0,0
"Tottenham Hotspur ",RB Leipzig,1.81,2.04,0,1
"Tottenham Hotspur ",Olympiacos Pireu,1.81,1.53,4,2
"Tottenham Hotspur ",FC Bayern Munique,1.81,1.93,2,7
"Tottenham Hotspur ",Estrela Vermelha de Belgrado,1.81,1.93,5,0
GNK Dinamo Zagreb,Atalanta BC,1.91,1.59,4,0
GNK Dinamo Zagreb,Manchester City FC,1.91,2.35,1,4
GNK Dinamo Zagreb,Shakhtar Donetsk,1.91,2.08,3,3
SK Slavia Praga,FC Barcelona,2.01,2.14,1,2
SK Slavia Praga,Borussia Dortmund,2.01,2.01,0,2
SK Slavia Praga,Inter de Milão,2.01,1.92,1,3
Chelsea FC,AFC Ajax,1.68,1.48,4,4
Chelsea FC,LOSC Lille,1.68,1.93,2,1
Chelsea FC,FC Bayern Munique,1.68,1.93,0,3
Chelsea FC,Valência CF,1.68,1.41,0,1
Lokomotiv Moscovo,Juventus FC,1.81,1.85,1,2
Lokomotiv Moscovo,Atlético de Madrid,1.81,1.91,0,2
Lokomotiv Moscovo,Bayer 04 Leverkusen,1.81,1.6,0,2
Shakhtar Donetsk,Manchester City FC,2.08,2.35,0,3
Shakhtar Donetsk,Atalanta BC,2.08,1.59,0,3
Shakhtar Donetsk,GNK Dinamo Zagreb,2.08,1.91,2,2
Atalanta BC,FC Paris Saint-Germain,1.59,1.96,1,2
Atalanta BC,Manchester City FC,1.59,2.35,1,1
Atalanta BC,GNK Dinamo Zagreb,1.59,1.91,2,0
Atalanta BC,Shakhtar Donetsk,1.59,2.08,1,2
Atalanta BC,Valência CF,1.59,1.41,4,1
Juventus FC,Bayer 04 Leverkusen,1.85,1.6,3,0
Juventus FC,Olympique Lyon,1.85,1.71,2,1
Juventus FC,Lokomotiv Moscovo,1.85,1.81,2,1
Juventus FC,Atlético de Madrid,1.85,1.91,1,0
FC Barcelona,Ferencvárosi TC,2.14,2.15,5,1
FC Barcelona,Dínamo Kiev,2.14,1.93,2,1
FC Barcelona,FC Paris Saint-Germain,2.14,1.96,1,4
FC Barcelona,Juventus FC,2.14,1.85,0,3
RB Leipzig,Basaksehir FK,2.04,1.47,2,0
RB Leipzig,FC Paris Saint-Germain,2.04,1.96,2,1
RB Leipzig,Manchester United FC,2.04,2.09,3,2
RB Leipzig,FC Liverpool,2.04,1.87,0,2
Basaksehir FK,FC Paris Saint-Germain,1.47,1.96,0,2
Basaksehir FK,Manchester United FC,1.47,2.09,2,1
Basaksehir FK,RB Leipzig,1.47,2.04,3,4
Borussia Dortmund,Club Brugge,2.01,1.69,3,0
Borussia Dortmund,Manchester City FC,2.01,2.35,1,2
Borussia Dortmund,Zenit São Petersburgo,2.01,1.91,2,0
Borussia Dortmund,SS Lazio,2.01,1.73,1,1
Borussia Dortmund,Sevilla FC,2.01,1.53,2,2
Club Brugge,Borussia Dortmund,1.69,2.01,0,3
Club Brugge,SS Lazio,1.69,1.73,1,1
Club Brugge,Zenit São Petersburgo,1.69,1.91,3,0
Sevilla FC,Stade Rennais FC,1.53,1.83,1,0
Sevilla FC,Chelsea FC,1.53,1.68,0,4
Sevilla FC,Borussia Dortmund,1.53,2.01,2,3
Sevilla FC,FK Krasnodar,1.53,2.1,3,2
Manchester United FC,RB Leipzig,2.09,2.04,5,0
Manchester United FC,Basaksehir FK,2.09,1.47,4,1
Manchester United FC,FC Paris Saint-Germain,2.09,1.96,1,3
FC Paris Saint-Germain,FC Barcelona,1.96,2.14,1,1
FC Paris Saint-Germain,Basaksehir FK,1.96,1.47,5,1
FC Paris Saint-Germain,FC Bayern Munique,1.96,1.93,0,1
FC Paris Saint-Germain,Manchester United FC,1.96,2.09,1,2
FC Paris Saint-Germain,RB Leipzig,1.96,2.04,1,0
FC Paris Saint-Germain,Manchester City FC,1.96,2.35,1,2
Zenit São Petersburgo,SS Lazio,1.91,1.73,1,1
Zenit São Petersburgo,Club Brugge,1.91,1.69,1,2
Zenit São Petersburgo,Borussia Dortmund,1.91,2.01,1,2
Atlético de Madrid,Lokomotiv Moscovo,1.91,1.81,0,0
Atlético de Madrid,Chelsea FC,1.91,1.68,0,1
Atlético de Madrid,Red Bull Salzburg,1.91,1.49,3,2
Atlético de Madrid,FC Bayern Munique,1.91,1.93,1,1
FC Liverpool,FC Midtjylland,1.87,1.49,2,0
FC Liverpool,RB Leipzig,1.87,2.04,2,0
FC Liverpool,Atalanta BC,1.87,1.59,0,2
FC Liverpool,Real Madrid CF,1.87,2.01,0,0
FC Liverpool,AFC Ajax,1.87,1.48,1,0
Manchester City FC,Futebol Clube do Porto,2.35,2.02,3,1
Manchester City FC,Olympique Marselha,2.35,1.59,3,0
Manchester City FC,Olympiacos Pireu,2.35,1.53,3,0
Manchester City FC,Borussia Dortmund,2.35,2.01,2,1
Manchester City FC,Borussia Mönchengladbach,2.35,1.9,2,0
Manchester City FC,FC Paris Saint-Germain,2.35,1.96,2,0
Manchester City FC,Chelsea FC,2.35,1.68,0,1
FC Bayern Munique,Red Bull Salzburg,1.93,1.49,3,1
FC Bayern Munique,SS Lazio,1.93,1.73,2,1
FC Bayern Munique,Atlético de Madrid,1.93,1.91,4,0
FC Bayern Munique,FC Paris Saint-Germain,1.93,1.96,2,3
FC Bayern Munique,Lokomotiv Moscovo,1.93,1.81,2,0
FK Krasnodar,Stade Rennais FC,2.1,1.83,1,0
FK Krasnodar,Sevilla FC,2.1,1.53,1,2
FK Krasnodar,Chelsea FC,2.1,1.68,0,4
Borussia Mönchengladbach,Inter de Milão,1.9,1.92,2,3
Borussia Mönchengladbach,Real Madrid CF,1.9,2.01,2,2
Borussia Mönchengladbach,Manchester City FC,1.9,2.35,0,2
Borussia Mönchengladbach,Shakhtar Donetsk,1.9,2.08,4,0
AFC Ajax,Atalanta BC,1.48,1.59,0,1
AFC Ajax,FC Liverpool,1.48,1.87,0,1
AFC Ajax,FC Midtjylland,1.48,1.49,3,1
SS Lazio,Zenit São Petersburgo,1.73,1.91,3,1
SS Lazio,FC Bayern Munique,1.73,1.93,1,4
SS Lazio,Borussia Dortmund,1.73,2.01,3,1
SS Lazio,Club Brugge,1.73,1.69,2,2
Dínamo Kiev,Ferencvárosi TC,1.93,2.15,1,0
Dínamo Kiev,Juventus FC,1.93,1.85,0,2
Dínamo Kiev,FC Barcelona,1.93,2.14,0,4
Inter de Milão,Real Madrid CF,1.92,2.01,0,2
Inter de Milão,Shakhtar Donetsk,1.92,2.08,0,0
Inter de Milão,Borussia Mönchengladbach,1.92,1.9,2,2
Stade Rennais FC,Chelsea FC,1.83,1.68,1,2
Stade Rennais FC,FK Krasnodar,1.83,2.1,1,1
Stade Rennais FC,Sevilla FC,1.83,1.53,1,3
Real Madrid CF,Chelsea FC,2.01,1.68,1,1
Real Madrid CF,Atalanta BC,2.01,1.59,3,1
Real Madrid CF,Borussia Mönchengladbach,2.01,1.9,2,0
Real Madrid CF,Inter de Milão,2.01,1.92,3,2
Real Madrid CF,Shakhtar Donetsk,2.01,2.08,2,3
Real Madrid CF,FC Liverpool,2.01,1.87,3,1
Ferencvárosi TC,Dínamo Kiev,2.15,1.93,2,2
Ferencvárosi TC,FC Barcelona,2.15,2.14,0,3
Ferencvárosi TC,Juventus FC,2.15,1.85,1,4
Olympiacos Pireu,Olympique Marselha,1.53,1.59,1,0
Olympiacos Pireu,Manchester City FC,1.53,2.35,0,1
Olympiacos Pireu,Futebol Clube do Porto,1.53,2.02,0,2
Olympique Marselha,Manchester City FC,1.59,2.35,0,3
Olympique Marselha,Futebol Clube do Porto,1.59,2.02,0,2
Olympique Marselha,Olympiacos Pireu,1.59,1.53,2,1
Red Bull Salzburg,Lokomotiv Moscovo,1.49,1.81,2,2
Red Bull Salzburg,Atlético de Madrid,1.49,1.91,0,2
Red Bull Salzburg,FC Bayern Munique,1.49,1.93,2,6
FC Midtjylland,Atalanta BC,1.49,1.59,0,4
FC Midtjylland,AFC Ajax,1.49,1.48,1,2
FC Midtjylland,FC Liverpool,1.49,1.87,1,1
Chelsea FC,Futebol Clube do Porto,1.68,2.02,0,1
Chelsea FC,FK Krasnodar,1.68,2.1,1,1
Chelsea FC,Stade Rennais FC,1.68,1.83,3,0
Chelsea FC,Atlético de Madrid,1.68,1.91,2,0
Chelsea FC,Sevilla FC,1.68,1.53,0,0
Chelsea FC,Real Madrid CF,1.68,2.01,2,0
Lokomotiv Moscovo,Atlético de Madrid,1.81,1.91,1,1
Lokomotiv Moscovo,Red Bull Salzburg,1.81,1.49,1,3
Lokomotiv Moscovo,FC Bayern Munique,1.81,1.93,1,2
Shakhtar Donetsk,Inter de Milão,2.08,1.92,0,0
Shakhtar Donetsk,Borussia Mönchengladbach,2.08,1.9,0,6
Shakhtar Donetsk,Real Madrid CF,2.08,2.01,2,0
Futebol Clube do Porto,Chelsea FC,2.02,1.68,0,2
Futebol Clube do Porto,Manchester City FC,2.02,2.35,0,0
Futebol Clube do Porto,Olympiacos Pireu,2.02,1.53,2,0
Futebol Clube do Porto,Juventus FC,2.02,1.85,2,1
Futebol Clube do Porto,Olympique Marselha,2.02,1.59,3,0
Atalanta BC,FC Liverpool,1.59,1.87,0,5
Atalanta BC,Real Madrid CF,1.59,2.01,0,1
Atalanta BC,AFC Ajax,1.59,1.48,2,2
Atalanta BC,FC Midtjylland,1.59,1.49,1,1
Juventus FC,Futebol Clube do Porto,1.85,2.02,3,2
Juventus FC,FC Barcelona,1.85,2.14,0,2
Juventus FC,Ferencvárosi TC,1.85,2.15,2,1
Juventus FC,Dínamo Kiev,1.85,1.93,3,0
FC Barcelona,Sport Lisboa e Benfica,2.14,1.92,0,0
FC Barcelona,Dínamo Kiev,2.14,1.93,1,0
FC Barcelona,FC Bayern Munique,2.14,1.93,0,3
FC Villarreal,Atalanta BC,1.55,1.59,2,2
FC Villarreal,FC Bayern Munique,1.55,1.93,1,0
FC Villarreal,BSC Young Boys,1.55,1.78,2,0
FC Villarreal,Juventus FC,1.55,1.85,1,1
FC Villarreal,Manchester United FC,1.55,2.09,0,2
FC Villarreal,FC Liverpool,1.55,1.87,2,3
RB Leipzig,Club Brugge,2.04,1.69,1,2
RB Leipzig,Manchester City FC,2.04,2.35,2,1
RB Leipzig,FC Paris Saint-Germain,2.04,1.96,2,2
VfL Wolfsburg,Sevilla FC,1.8,1.53,1,1
VfL Wolfsburg,LOSC Lille,1.8,1.93,1,3
VfL Wolfsburg,Red Bull Salzburg,1.8,1.49,2,1
Borussia Dortmund,Sporting CP,2.01,2.24,1,0
Borussia Dortmund,AFC Ajax,2.01,1.48,1,3
Borussia Dortmund,Besiktas JK,2.01,3,5,0
Club Brugge,Manchester City FC,1.69,2.35,1,5
Club Brugge,FC Paris Saint-Germain,1.69,1.96,1,1
Club Brugge,RB Leipzig,1.69,2.04,0,5
Besiktas JK,Borussia Dortmund,3,2.01,1,2
Besiktas JK,AFC Ajax,3,1.48,1,2
Besiktas JK,Sporting CP,3,2.24,1,4
Sevilla FC,LOSC Lille,1.53,1.93,1,2
Sevilla FC,Red Bull Salzburg,1.53,1.49,1,1
Sevilla FC,VfL Wolfsburg,1.53,1.8,2,0
Manchester United FC,BSC Young Boys,2.09,1.78,1,1
Manchester United FC,Atalanta BC,2.09,1.59,3,2
Manchester United FC,FC Villarreal,2.09,1.55,2,1
Manchester United FC,Atlético de Madrid,2.09,1.91,0,1
FC Paris Saint-Germain,Real Madrid CF,1.96,2.01,1,0
FC Paris Saint-Germain,RB Leipzig,1.96,2.04,3,2
FC Paris Saint-Germain,Club Brugge,1.96,1.69,4,1
FC Paris Saint-Germain,Manchester City FC,1.96,2.35,2,0
Zenit São Petersburgo,Chelsea FC,1.91,1.68,3,3
Zenit São Petersburgo,Malmö FF,1.91,1.64,4,0
Zenit São Petersburgo,Juventus FC,1.91,1.85,0,1
Atlético de Madrid,Manchester City FC,1.91,2.35,0,0
Atlético de Madrid,FC Liverpool,1.91,1.87,2,3
Atlético de Madrid,AC Milan,1.91,1.54,0,1
Atlético de Madrid,Futebol Clube do Porto,1.91,2.02,0,0
Atlético de Madrid,Manchester United FC,1.91,2.09,1,1
FC Liverpool,Real Madrid CF,1.87,2.01,0,1
FC Liverpool,Inter de Milão,1.87,1.92,0,1
FC Liverpool,Futebol Clube do Porto,1.87,2.02,2,0
FC Liverpool,Atlético de Madrid,1.87,1.91,2,0
FC Liverpool,FC Villarreal,1.87,1.55,2,0
FC Liverpool,Sport Lisboa e Benfica,1.87,1.92,3,3
FC Liverpool,AC Milan,1.87,1.54,3,2
LOSC Lille,Red Bull Salzburg,1.93,1.49,1,0
LOSC Lille,Chelsea FC,1.93,1.68,1,2
LOSC Lille,VfL Wolfsburg,1.93,1.8,0,0
LOSC Lille,Sevilla FC,1.93,1.53,0,0
Manchester City FC,Real Madrid CF,2.35,2.01,4,3
Manchester City FC,RB Leipzig,2.35,2.04,6,3
Manchester City FC,Atlético de Madrid,2.35,1.91,1,0
Manchester City FC,Sporting CP,2.35,2.24,0,0
Manchester City FC,Club Brugge,2.35,1.69,4,1
Manchester City FC,FC Paris Saint-Germain,2.35,1.96,2,1
BSC Young Boys,FC Villarreal,1.78,1.55,1,4
BSC Young Boys,Atalanta BC,1.78,1.59,3,3
BSC Young Boys,Manchester United FC,1.78,2.09,2,1
Sport Lisboa e Benfica,FC Barcelona,1.92,2.14,3,0
Sport Lisboa e Benfica,Dínamo Kiev,1.92,1.93,2,0
Sport Lisboa e Benfica,FC Liverpool,1.92,1.87,1,3
Sport Lisboa e Benfica,AFC Ajax,1.92,1.48,2,2
Sport Lisboa e Benfica,FC Bayern Munique,1.92,1.93,0,4
Sporting CP,Besiktas JK,2.24,3,4,0
Sporting CP,Borussia Dortmund,2.24,2.01,3,1
Sporting CP,AFC Ajax,2.24,1.48,1,5
Sporting CP,Manchester City FC,2.24,2.35,0,5
AC Milan,Atlético de Madrid,1.54,1.91,1,2
AC Milan,Futebol Clube do Porto,1.54,2.02,1,1
